device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_score,battery_health
31,4500,1.8,3.9,31.2,67.0,3,4.8,16.7,1,3,6,10.0,2.98,52.98,Moderate
6,3000,6.1,9.1,29.1,86.3,4,2.0,9.0,3,3,5,10.0,2.27,58.89,Healthy
40,5000,8.0,9.8,34.8,22.7,4,10.0,10.1,1,3,6,10.0,4.2,41.95,Poor
32,4000,8.3,13.6,33.6,58.7,4,10.9,16.5,3,2,6,10.0,4.0,38.12,Poor
39,4500,9.2,13.6,38.2,71.7,2,1.7,12.5,3,3,7,10.0,4.38,28.48,Poor
38,3000,2.0,3.0,28.9,34.5,1,2.8,3.0,3,2,9,10.0,2.29,65.2,Healthy
17,3000,8.8,13.5,37.9,71.6,0,10.0,9.8,2,3,7,10.0,4.93,35.94,Poor
39,4000,5.9,9.0,30.6,76.2,6,1.7,14.2,1,3,4,10.0,2.6,42.55,Poor
0,4500,8.7,12.3,36.6,49.1,7,3.6,22.3,1,3,5,10.0,4.15,49.1,Poor
10,5000,4.7,5.8,32.2,72.1,1,4.4,10.9,2,2,7,10.0,3.19,58.72,Healthy
27,4000,4.4,7.1,30.0,52.3,3,5.2,0.0,2,3,7,10.0,2.72,57.47,Moderate
24,4500,3.1,3.8,32.2,29.0,4,11.1,0.9,1,3,7,10.0,3.68,59.51,Healthy
22,3000,7.1,10.7,34.3,9.2,1,8.0,6.6,3,2,9,10.0,3.93,56.49,Moderate
30,5000,6.5,10.2,30.0,60.1,6,3.0,5.3,1,2,5,10.0,2.55,49.85,Moderate
29,4500,3.3,5.9,31.1,78.7,5,4.3,14.1,3,2,5,10.0,2.91,49.04,Poor
41,5000,1.2,3.9,34.5,32.1,1,4.7,19.4,3,3,8,10.0,3.73,50.75,Moderate
34,4500,6.3,9.7,33.0,11.3,5,1.4,13.9,1,3,7,10.0,3.15,53.61,Moderate
6,4500,6.6,9.4,33.3,46.2,0,1.2,14.5,2,3,8,10.0,3.19,61.19,Healthy
15,4500,3.5,6.9,30.0,39.3,7,2.5,13.3,2,2,5,10.0,2.52,62.57,Healthy
25,4500,3.1,5.7,29.0,66.9,3,4.2,11.8,3,2,7,10.0,2.42,59.6,Healthy
47,5000,6.8,10.4,33.5,39.6,4,3.0,6.2,1,2,6,10.0,3.38,40.36,Poor
48,4000,9.2,14.1,33.8,91.4,0,0.2,13.9,1,3,8,10.0,3.24,31.55,Poor
1,5000,4.5,6.8,32.4,21.2,7,1.6,8.2,2,2,7,10.0,3.0,69.82,Healthy
0,4500,3.7,5.8,34.5,74.9,4,13.2,14.1,1,3,6,10.0,4.36,54.16,Moderate
47,5000,6.1,9.0,32.6,58.2,0,13.2,12.2,2,3,9,10.0,3.93,41.94,Poor
11,5000,6.8,9.2,34.4,90.1,0,5.1,10.0,3,1,7,10.0,3.75,47.87,Poor
4,5000,4.8,7.2,32.9,74.9,4,9.7,6.3,1,2,6,10.0,3.74,55.17,Moderate
36,4500,9.6,16.1,33.6,77.1,3,8.4,9.6,1,2,5,10.0,3.8,30.57,Poor
31,5000,7.3,10.1,29.4,49.2,2,7.7,7.1,2,2,6,10.0,2.78,52.35,Moderate
8,3000,4.7,6.8,32.2,88.5,2,3.7,1.4,3,3,7,10.0,3.13,56.31,Moderate
40,4500,2.3,3.0,26.8,55.9,7,1.4,4.5,3,3,5,10.0,1.69,59.83,Healthy
34,5000,8.1,13.4,36.1,18.7,1,5.8,11.5,2,3,7,10.0,4.19,41.74,Poor
18,3000,7.9,12.7,31.7,75.4,1,3.9,0.0,3,2,6,10.0,3.02,47.98,Poor
47,5000,4.9,6.1,31.4,28.0,6,1.2,21.9,1,2,7,10.0,2.76,52.24,Moderate
15,4000,6.2,7.3,30.2,53.9,3,4.2,7.5,1,3,7,10.0,2.69,61.95,Healthy
2,5000,5.2,8.7,35.3,92.5,2,3.3,14.3,2,2,6,10.0,3.8,49.19,Poor
19,5000,6.5,8.5,34.1,26.1,1,1.9,0.0,3,3,8,10.0,3.42,58.01,Healthy
23,4000,3.5,6.0,32.0,19.3,2,2.7,5.1,3,2,8,10.0,2.99,63.59,Healthy
32,4500,3.2,4.1,30.5,69.6,2,9.5,15.3,1,2,8,10.0,3.18,54.77,Moderate
23,4000,7.1,11.4,34.1,22.3,2,2.0,12.1,2,3,7,10.0,3.44,52.63,Moderate
10,4500,7.4,11.5,32.9,72.8,1,2.9,8.0,2,3,7,10.0,3.24,52.22,Moderate
48,4000,4.5,6.2,32.8,13.0,1,3.0,19.9,1,2,9,10.0,3.21,53.71,Moderate
7,5000,4.0,5.1,29.2,11.9,3,1.9,2.9,1,3,8,10.0,2.3,77.78,Healthy
35,5000,7.8,12.3,28.2,53.9,0,0.4,15.5,3,2,8,10.0,1.94,55.17,Moderate
37,4500,4.1,5.4,27.7,41.8,1,5.6,7.9,2,1,8,10.0,2.21,62.29,Healthy
39,4500,5.6,9.5,37.0,29.4,4,4.4,5.8,1,3,7,10.0,4.3,40.43,Poor
19,3000,5.4,7.2,32.4,43.4,6,1.2,0.2,2,2,6,10.0,2.98,57.19,Moderate
34,3000,2.6,4.2,30.3,41.7,0,4.4,0.9,2,2,8,10.0,2.73,60.05,Healthy
47,5000,5.9,8.4,36.4,60.0,7,10.0,10.7,3,2,5,10.0,4.58,30.14,Poor
24,5000,5.7,8.5,29.3,79.7,2,6.3,10.4,1,3,5,10.0,2.64,51.35,Moderate
34,3000,6.2,8.6,30.2,21.1,3,4.2,6.2,3,2,8,10.0,2.7,59.19,Healthy
24,3000,5.8,8.5,31.5,32.3,4,3.0,9.0,1,3,7,10.0,2.91,58.17,Healthy
28,4500,9.8,12.1,34.0,57.9,6,3.1,9.3,1,2,5,10.0,3.49,41.48,Poor
17,4000,7.8,10.9,33.1,29.5,5,10.2,7.6,2,2,7,10.0,3.81,54.1,Moderate
45,4500,5.6,7.8,29.2,64.6,4,1.5,5.0,1,3,6,10.0,2.26,48.58,Poor
17,3000,5.8,8.6,29.3,23.9,0,1.6,12.6,2,3,9,10.0,2.29,69.78,Healthy
1,5000,9.0,14.8,34.0,60.4,6,0.8,16.2,1,2,5,10.0,3.32,50.41,Moderate
34,3000,7.2,10.1,33.1,27.2,6,5.1,11.9,1,3,5,10.0,3.45,46.67,Poor
15,5000,3.0,6.0,32.8,37.5,3,11.7,12.2,2,2,7,10.0,3.86,58.54,Healthy
40,5000,7.4,10.2,33.6,26.3,5,8.2,13.8,3,3,6,10.0,3.79,43.82,Poor
35,5000,8.0,10.9,33.1,52.3,0,2.4,8.8,2,1,7,10.0,3.23,45.35,Poor
32,5000,8.7,11.2,30.2,37.7,5,3.8,6.8,1,3,5,10.0,2.67,50.81,Moderate
3,4000,4.7,7.7,28.1,25.4,1,2.3,0.0,3,3,9,10.0,2.07,78.32,Healthy
32,3000,4.6,6.9,31.7,83.7,5,5.1,7.2,1,3,5,10.0,3.11,44.68,Poor
13,4500,3.6,6.0,31.7,60.9,2,1.9,6.8,3,3,7,10.0,2.87,60.73,Healthy
20,5000,6.1,9.3,31.4,54.8,5,1.1,4.7,3,2,5,10.0,2.74,53.53,Moderate
47,5000,7.0,10.4,34.0,18.6,3,5.6,11.2,1,3,7,10.0,3.68,43.34,Poor
19,4500,4.5,7.0,29.0,34.1,1,7.5,9.0,1,2,9,10.0,2.66,67.8,Healthy
7,4500,5.2,10.0,29.0,60.3,2,5.0,12.1,3,2,6,10.0,2.48,62.31,Healthy
6,5000,1.4,3.0,37.4,63.5,2,11.1,4.4,3,3,7,10.0,4.89,52.52,Moderate
2,4500,8.5,14.8,35.6,12.8,1,1.9,2.4,1,3,9,10.0,3.78,59.58,Healthy
16,4500,2.4,4.4,33.7,36.1,3,4.9,13.3,1,2,7,10.0,3.57,60.07,Healthy
32,4000,6.2,9.7,30.6,44.0,4,1.4,14.1,2,3,6,10.0,2.57,52.7,Moderate
47,4500,6.0,9.5,31.5,45.1,0,2.5,5.8,1,3,8,10.0,2.87,47.25,Poor
11,3000,5.6,5.2,33.3,46.8,3,2.4,8.2,2,3,8,10.0,3.28,62.71,Healthy
21,3000,5.6,8.2,33.4,30.9,6,4.9,11.4,1,3,5,10.0,3.51,52.81,Moderate
21,3000,3.5,4.5,31.2,49.1,5,0.8,12.9,2,2,6,10.0,2.67,60.5,Healthy
45,5000,4.8,9.4,31.6,87.9,4,5.7,1.2,1,3,6,10.0,3.14,37.63,Poor
29,3000,7.4,10.8,31.4,45.9,4,4.9,14.9,3,1,7,10.0,3.02,51.47,Moderate
37,4000,8.0,12.0,35.6,60.9,5,7.3,3.4,2,3,5,10.0,4.18,33.07,Poor
37,3000,4.7,6.9,33.8,52.1,4,4.1,3.0,1,3,7,10.0,3.52,46.56,Poor
44,5000,2.4,3.0,30.6,37.7,0,4.4,7.9,2,3,8,10.0,2.81,57.04,Moderate
7,4000,3.9,5.4,28.2,53.7,6,3.8,7.8,2,3,5,10.0,2.21,68.18,Healthy
26,3000,9.2,14.6,33.1,55.4,0,1.3,10.1,2,2,7,10.0,3.16,45.34,Poor
26,4000,4.1,4.0,31.0,55.0,0,5.7,10.8,2,3,8,10.0,2.99,59.82,Healthy
33,4000,5.3,8.3,33.0,25.6,6,9.5,18.5,1,3,7,10.0,3.74,50.91,Moderate
20,5000,8.3,11.6,32.1,52.5,4,3.9,5.4,2,3,7,10.0,3.12,52.34,Moderate
29,5000,4.4,8.0,25.7,13.4,6,6.6,15.3,1,2,6,10.0,1.84,68.09,Healthy
32,4000,5.2,8.1,33.7,38.1,1,7.7,2.6,2,3,8,10.0,3.77,50.2,Moderate
27,3000,7.1,9.1,29.9,70.1,0,1.2,3.8,3,2,7,10.0,2.4,54.16,Moderate
46,5000,8.9,13.0,34.5,54.3,4,2.9,5.3,1,3,6,10.0,3.6,34.16,Poor
32,4000,4.2,6.8,32.5,81.0,3,3.1,0.3,1,2,7,10.0,3.15,47.07,Poor
4,4500,8.3,12.1,30.9,37.9,7,3.0,12.2,1,2,5,10.0,2.76,60.52,Healthy
47,4500,4.9,7.6,32.7,58.3,7,3.2,16.1,1,3,4,10.0,3.2,38.85,Poor
18,5000,3.7,5.6,32.4,51.6,6,4.3,14.5,2,3,6,10.0,3.22,56.96,Moderate
3,3000,6.0,9.9,33.8,24.6,4,6.4,2.3,3,3,7,10.0,3.7,61.36,Healthy
34,4500,3.2,5.2,32.1,54.4,0,2.0,21.4,3,3,8,10.0,2.96,54.42,Moderate
48,4500,6.4,9.6,29.5,34.3,7,3.5,10.6,3,2,6,10.0,2.47,49.12,Poor
16,4500,11.8,17.7,38.1,37.3,6,3.8,17.7,3,2,5,10.0,4.51,36.13,Poor
43,3000,7.7,10.5,31.0,5.2,7,3.1,9.3,1,2,6,10.0,2.8,51.99,Moderate
27,3000,5.3,9.4,31.9,54.7,0,4.7,9.4,3,3,9,10.0,3.13,54.23,Moderate
29,5000,7.6,14.4,33.2,88.5,6,8.0,8.1,3,3,4,10.0,3.68,32.82,Poor
28,5000,3.6,5.1,29.0,50.1,7,4.5,20.3,3,3,6,10.0,2.44,59.99,Healthy
45,4500,4.0,6.0,34.6,89.3,0,5.4,16.9,1,3,8,10.0,3.81,37.89,Poor
5,3000,5.3,9.0,28.2,34.3,7,1.1,9.7,1,3,5,10.0,1.99,69.37,Healthy
34,4000,5.7,9.5,33.2,66.4,1,2.9,8.4,2,3,7,10.0,3.29,44.62,Poor
40,4500,2.9,4.5,30.2,73.2,2,3.1,13.7,2,3,7,10.0,2.62,51.54,Moderate
36,5000,4.9,6.4,32.9,69.0,5,1.5,0.7,3,3,6,10.0,3.12,45.91,Poor
23,3000,5.2,9.6,31.3,32.9,5,0.8,0.0,1,2,7,10.0,2.7,58.46,Healthy
28,5000,8.6,13.6,33.7,42.0,6,2.0,4.8,1,1,5,10.0,3.36,43.28,Poor
48,5000,2.9,4.6,27.8,40.1,1,2.7,11.9,2,3,8,10.0,2.03,59.33,Healthy
45,3000,2.7,3.4,31.1,47.0,3,2.6,15.3,3,2,8,10.0,2.78,54.42,Moderate
30,4500,5.9,8.8,33.0,38.0,0,6.4,3.8,1,3,8,10.0,3.51,52.09,Moderate
34,3000,7.8,9.9,28.4,83.6,2,1.9,17.7,2,3,6,10.0,2.1,49.67,Moderate
32,4500,6.6,10.6,32.9,66.9,3,7.6,7.3,2,2,6,10.0,3.58,42.08,Poor
20,5000,6.1,10.1,30.5,49.9,4,0.3,12.1,3,1,6,10.0,2.48,56.86,Moderate
31,3000,4.9,7.6,30.9,51.0,5,7.5,7.3,3,3,5,10.0,3.12,50.2,Moderate
22,4000,6.9,9.3,35.7,16.1,2,6.6,9.4,1,3,8,10.0,4.17,53.0,Moderate
32,4500,7.2,11.2,30.6,43.8,1,0.2,19.0,1,3,8,10.0,2.5,54.41,Moderate
2,4000,5.0,8.3,29.0,25.2,0,5.2,7.3,2,3,8,10.0,2.48,74.26,Healthy
17,4500,3.6,4.7,30.1,32.6,2,4.0,5.3,1,2,7,10.0,2.66,67.09,Healthy
24,3000,3.6,6.4,28.2,97.4,3,1.9,13.3,3,3,7,10.0,2.05,56.92,Moderate
41,4000,7.3,11.4,35.0,74.2,1,9.9,14.9,1,3,7,10.0,4.25,33.14,Poor
30,3000,2.4,3.3,29.5,71.3,3,2.3,2.5,1,2,6,10.0,2.39,57.32,Moderate
2,4500,8.9,12.7,32.4,84.2,7,5.7,11.8,1,2,4,10.0,3.33,48.53,Poor
39,4500,4.6,6.7,32.9,74.4,3,2.9,12.7,3,2,7,10.0,3.23,44.55,Poor
45,4500,6.1,8.2,33.2,80.4,6,6.5,18.7,1,1,4,10.0,3.57,33.78,Poor
23,4500,6.9,10.6,32.1,61.7,5,2.5,8.0,1,2,6,10.0,3.02,49.61,Moderate
31,5000,4.1,6.8,29.5,26.8,7,2.4,16.7,3,3,5,10.0,2.41,58.85,Healthy
46,4500,4.6,8.0,31.7,26.4,0,5.2,10.8,3,3,9,10.0,3.13,52.19,Moderate
21,4000,5.8,8.9,31.5,22.5,2,2.6,8.5,1,2,9,10.0,2.87,63.55,Healthy
22,4500,3.8,6.1,33.4,87.5,7,2.5,6.3,1,3,5,10.0,3.32,46.49,Poor
1,3000,3.4,4.8,33.3,29.5,3,3.6,12.5,3,3,8,10.0,3.37,69.56,Healthy
26,5000,3.5,4.4,28.0,42.7,1,4.1,4.2,2,3,8,10.0,2.17,67.55,Healthy
41,4000,7.9,11.4,33.0,39.7,3,4.2,4.5,2,3,7,10.0,3.36,43.9,Poor
1,5000,6.3,10.9,28.3,32.0,3,5.6,13.0,3,2,7,10.0,2.35,70.92,Healthy
25,5000,3.9,6.5,34.1,59.6,7,4.3,19.2,2,2,5,10.0,3.61,47.29,Poor
16,5000,7.2,11.3,36.0,68.4,1,4.1,2.9,2,2,7,10.0,4.04,44.33,Poor
39,3000,4.0,4.2,29.5,41.9,7,1.0,6.3,3,3,5,10.0,2.28,56.21,Moderate
32,5000,1.6,3.0,30.4,44.5,4,6.8,11.5,2,2,6,10.0,2.94,57.84,Moderate
8,5000,6.9,9.0,29.8,65.3,6,3.1,7.2,3,3,5,10.0,2.53,59.65,Healthy
42,4500,8.8,11.9,33.5,25.2,3,0.8,0.6,2,3,7,10.0,3.21,45.29,Poor
47,3000,6.6,8.8,36.1,41.3,1,7.1,5.7,1,3,7,10.0,4.3,36.86,Poor
38,4000,1.7,3.0,32.1,8.0,0,2.2,12.4,1,3,9,10.0,2.99,63.28,Healthy
28,4000,5.5,9.0,34.5,37.5,2,1.3,8.6,3,2,8,10.0,3.47,51.44,Moderate
41,4000,5.0,7.7,31.1,19.5,1,5.3,11.8,3,3,8,10.0,2.99,55.35,Moderate
25,3000,6.3,8.4,34.0,17.6,1,3.2,3.2,2,3,9,10.0,3.52,58.05,Healthy
34,4000,3.8,5.1,32.8,35.4,6,4.9,11.7,3,3,6,10.0,3.36,52.31,Moderate
24,3000,4.8,7.7,28.4,26.1,2,2.4,0.0,2,2,7,10.0,2.14,66.03,Healthy
23,4500,2.7,4.7,28.1,31.5,1,0.7,13.9,3,3,8,10.0,1.95,70.97,Healthy
12,4500,5.9,9.0,32.6,59.2,4,1.9,16.8,3,1,6,10.0,3.09,55.33,Moderate
6,3000,2.7,3.0,31.7,83.6,0,7.9,3.0,3,1,7,10.0,3.31,61.36,Healthy
35,4000,6.4,9.1,27.1,38.6,4,1.1,7.1,1,2,7,10.0,1.75,61.02,Healthy
44,3000,4.0,8.4,35.5,82.8,6,6.7,2.6,1,3,5,10.0,4.11,30.64,Poor
19,3000,1.0,3.0,29.7,49.2,3,4.8,10.5,2,3,8,10.0,2.63,67.31,Healthy
0,5000,7.1,11.0,33.1,59.9,5,3.9,10.8,3,3,5,10.0,3.36,55.32,Moderate
7,3000,6.5,11.9,32.7,46.8,0,5.4,3.3,3,2,7,10.0,3.36,56.81,Moderate
45,5000,8.2,12.0,36.6,46.6,3,7.6,7.1,1,2,7,10.0,4.45,32.72,Poor
15,4500,1.3,3.8,27.5,73.3,2,7.5,15.4,1,3,7,10.0,2.32,66.53,Healthy
13,5000,4.2,5.6,28.9,38.9,1,2.7,12.8,1,2,8,10.0,2.27,71.09,Healthy
11,3000,5.8,6.7,33.6,76.2,7,2.4,11.0,2,3,5,10.0,3.35,51.9,Moderate
22,4500,6.6,9.4,32.0,26.4,1,5.6,15.5,3,1,8,10.0,3.23,58.73,Healthy
14,5000,2.6,3.1,26.9,90.1,6,2.1,19.0,2,3,5,10.0,1.77,64.92,Healthy
27,3000,6.4,7.9,32.0,27.6,6,1.1,10.7,1,3,6,10.0,2.89,56.36,Moderate
33,4500,4.4,6.1,30.9,24.6,0,1.9,11.5,1,2,9,10.0,2.69,62.23,Healthy
1,5000,1.8,3.7,26.2,49.4,5,0.8,8.6,2,2,6,10.0,1.51,79.14,Healthy
31,3000,4.0,5.4,28.0,41.2,5,2.6,10.9,1,2,6,10.0,2.06,62.3,Healthy
22,3000,6.5,9.4,32.6,81.0,7,5.5,6.5,3,3,4,10.0,3.35,43.58,Poor
21,4000,1.9,4.2,32.3,30.9,1,3.3,1.6,3,3,8,10.0,3.13,63.54,Healthy
24,4000,6.8,9.4,36.5,59.4,1,2.0,14.0,3,3,8,10.0,4.01,45.24,Poor
21,5000,6.1,9.7,29.1,76.6,3,2.7,13.5,1,3,6,10.0,2.33,54.75,Moderate
21,5000,5.0,5.8,33.4,33.2,4,4.4,10.4,1,3,7,10.0,3.46,57.82,Moderate
48,5000,2.2,3.0,30.5,10.2,1,3.5,10.6,2,2,9,10.0,2.71,61.49,Healthy
41,3000,2.4,3.4,27.4,10.6,3,2.0,6.5,1,3,8,10.0,1.89,68.87,Healthy
5,5000,4.7,8.3,28.7,66.1,6,5.9,16.0,1,3,6,10.0,2.47,64.24,Healthy
14,3000,3.3,4.0,27.3,58.4,4,4.0,3.9,3,3,6,10.0,1.99,69.08,Healthy
42,5000,4.8,6.3,30.5,72.5,7,3.4,17.0,1,3,5,10.0,2.71,45.57,Poor
36,3000,7.3,11.2,34.6,46.5,1,10.2,12.9,1,3,7,10.0,4.17,40.38,Poor
32,3000,5.0,7.9,33.0,57.1,0,3.9,11.5,3,3,7,10.0,3.32,48.51,Poor
7,4000,4.9,6.3,34.9,20.3,0,1.3,11.8,2,1,9,10.0,3.58,66.01,Healthy
43,4500,4.9,6.8,26.3,42.8,0,0.4,15.1,3,1,8,10.0,1.5,62.46,Healthy
43,3000,7.5,12.4,29.3,92.9,2,0.3,7.2,1,3,6,10.0,2.18,40.87,Poor
4,5000,8.1,11.0,35.9,35.4,7,3.7,13.9,1,3,5,10.0,3.99,52.11,Moderate
38,4000,6.3,9.9,29.6,15.0,0,4.6,8.0,2,3,9,10.0,2.59,59.67,Healthy
3,5000,5.8,8.1,33.0,61.6,1,8.7,12.3,2,2,7,10.0,3.69,58.28,Healthy
5,5000,6.0,10.3,29.7,57.1,1,8.1,2.1,3,3,7,10.0,2.86,62.59,Healthy
44,3000,8.4,13.1,37.1,59.0,5,3.1,6.6,3,3,6,10.0,4.23,29.09,Poor
31,3000,6.5,10.6,28.5,37.9,0,2.8,18.8,2,3,9,10.0,2.19,61.08,Healthy
29,4500,8.5,12.3,29.9,12.3,5,2.1,16.7,3,2,8,10.0,2.48,60.22,Healthy
46,3000,4.7,7.8,34.3,74.3,0,6.9,18.2,3,2,7,10.0,3.86,36.73,Poor
34,3000,2.8,5.0,32.9,43.0,3,3.3,15.7,1,3,7,10.0,3.26,52.95,Moderate
39,4500,4.2,6.8,28.9,61.7,4,1.8,6.8,2,3,7,10.0,2.21,54.41,Moderate
15,5000,4.4,6.3,32.7,80.2,0,3.3,7.5,3,3,8,10.0,3.22,55.71,Moderate
12,4500,8.7,13.2,35.3,50.9,3,3.0,14.9,2,3,7,10.0,3.79,48.53,Poor
41,4500,7.0,8.6,31.6,60.4,1,2.7,15.4,2,3,7,10.0,2.91,46.59,Poor
29,4500,4.2,8.1,31.8,57.8,0,2.1,16.9,1,3,8,10.0,2.9,53.73,Moderate
18,4000,7.1,10.1,34.1,49.2,3,7.7,11.0,2,3,6,10.0,3.87,48.76,Poor
16,5000,5.2,7.5,30.1,67.9,6,3.0,9.7,2,3,6,10.0,2.58,58.29,Healthy
18,4000,8.8,11.8,33.8,58.8,3,2.2,16.0,2,3,7,10.0,3.38,49.28,Moderate
27,4000,4.8,7.9,32.6,48.4,6,1.7,2.4,2,2,6,10.0,3.07,51.87,Moderate
25,3000,2.4,4.2,28.3,71.0,7,4.7,9.2,2,3,5,10.0,2.29,58.77,Healthy
36,4500,5.1,7.4,30.2,59.2,4,5.7,8.7,1,3,6,10.0,2.81,50.4,Moderate
25,4500,4.8,4.9,29.6,53.9,1,2.6,8.8,2,3,7,10.0,2.44,61.67,Healthy
22,4000,2.8,3.5,31.6,28.7,4,2.2,16.6,1,3,7,10.0,2.87,64.42,Healthy
8,3000,6.7,10.5,35.0,83.0,4,7.1,13.1,1,3,6,10.0,4.03,45.83,Poor
11,3000,8.3,12.8,32.3,20.8,6,1.6,10.6,2,3,7,10.0,2.99,60.09,Healthy
0,3000,3.3,4.8,28.3,12.0,5,2.9,2.4,1,3,7,10.0,2.17,80.96,Healthy
0,5000,7.4,10.7,29.7,51.2,5,3.5,4.3,3,3,6,10.0,2.53,65.04,Healthy
46,4000,4.3,4.9,33.4,73.7,4,4.3,14.0,1,2,6,10.0,3.45,40.68,Poor
33,5000,5.5,9.1,30.5,78.9,7,3.3,11.3,2,3,4,10.0,2.69,44.3,Poor
31,3000,5.2,6.4,30.4,88.9,7,0.1,16.1,3,3,4,10.0,2.42,47.34,Poor
47,3000,5.5,8.0,31.4,44.1,1,4.9,6.4,1,3,8,10.0,3.03,48.33,Poor
24,3000,6.4,8.6,32.6,45.4,0,0.1,10.2,2,3,8,10.0,2.95,56.22,Moderate
39,4500,3.5,6.2,29.8,86.1,4,2.1,9.2,3,2,6,10.0,2.44,48.02,Poor
44,4000,8.1,12.7,32.1,35.7,2,7.7,14.4,2,2,8,10.0,3.4,44.21,Poor
0,4500,6.5,9.4,34.3,34.8,1,1.7,20.3,2,2,7,10.0,3.47,61.91,Healthy
15,5000,7.2,11.4,31.0,13.6,3,2.0,7.2,2,2,7,10.0,2.72,63.24,Healthy
38,4500,3.9,4.4,30.6,63.5,3,4.5,0.0,3,2,7,10.0,2.8,52.85,Moderate
4,4000,3.3,4.8,27.3,25.1,1,4.9,12.4,3,3,9,10.0,2.08,81.51,Healthy
21,4500,7.9,10.7,28.6,38.3,6,0.7,12.1,3,3,5,10.0,2.07,59.74,Healthy
28,3000,3.2,5.8,28.1,89.6,3,5.4,0.9,2,3,6,10.0,2.31,54.69,Moderate
2,5000,5.8,9.1,35.7,74.4,1,4.5,5.1,3,2,7,10.0,4.0,51.83,Moderate
11,5000,7.5,12.0,33.9,27.1,0,1.5,7.8,1,3,8,10.0,3.36,58.26,Healthy
25,3000,5.2,7.3,30.9,87.4,5,4.4,15.7,1,3,5,10.0,2.88,48.35,Poor
15,3000,7.8,12.5,36.5,87.0,5,2.3,4.8,2,3,5,10.0,4.03,37.42,Poor
36,3000,5.0,6.3,33.3,39.1,1,5.8,8.7,3,3,9,10.0,3.54,52.84,Moderate
21,4000,2.9,3.4,34.2,67.7,0,7.5,0.2,2,3,7,10.0,3.87,52.45,Moderate
28,4500,6.2,9.2,37.2,14.9,1,5.9,12.4,2,2,9,10.0,4.47,49.51,Moderate
13,5000,5.9,7.9,33.7,67.2,4,8.4,3.8,3,3,5,10.0,3.82,49.38,Moderate
27,4500,10.9,17.0,36.4,33.5,7,3.8,20.9,2,3,4,10.0,4.1,34.69,Poor
4,3000,3.6,4.9,30.5,64.4,2,1.3,5.7,3,3,8,10.0,2.54,68.93,Healthy
46,3000,5.0,6.4,31.7,73.4,0,3.2,14.7,2,3,7,10.0,2.97,44.3,Poor
48,4500,4.0,4.8,27.4,19.4,2,2.9,12.7,3,3,8,10.0,1.95,63.02,Healthy
29,5000,5.2,8.5,30.5,58.9,6,3.3,5.7,2,3,5,10.0,2.69,51.03,Moderate
45,4000,5.1,5.2,29.7,59.6,3,2.7,15.6,1,3,7,10.0,2.47,51.95,Moderate
4,4500,3.8,4.6,30.1,36.5,0,5.4,0.0,1,3,9,10.0,2.77,74.44,Healthy
11,3000,6.4,11.1,35.9,30.0,3,3.0,9.9,2,3,8,10.0,3.93,54.44,Moderate
15,3000,5.1,7.3,35.5,20.7,4,3.7,13.5,2,1,7,10.0,3.9,56.95,Moderate
25,4000,8.2,13.0,35.2,64.1,6,1.0,8.8,1,3,4,10.0,3.61,37.8,Poor
25,4500,4.2,6.7,32.9,72.7,6,3.4,4.3,1,3,5,10.0,3.27,47.63,Poor
47,4000,9.2,13.6,28.1,19.1,5,1.3,17.9,1,3,6,10.0,1.99,51.3,Moderate
20,4000,6.1,7.4,33.2,69.8,4,1.0,9.4,2,3,6,10.0,3.15,51.07,Moderate
38,5000,8.0,10.7,34.2,46.9,6,6.4,7.2,1,3,6,10.0,3.79,40.41,Poor
35,5000,5.7,7.3,28.1,54.6,0,5.8,4.5,2,1,9,10.0,2.32,59.94,Healthy
32,3000,3.9,6.4,31.9,68.5,7,6.9,10.5,3,3,4,10.0,3.29,45.16,Poor
29,4500,5.0,8.1,27.7,39.1,7,5.4,8.9,2,2,4,10.0,2.21,57.73,Moderate
36,5000,2.7,3.2,27.5,44.6,0,7.8,8.6,2,3,8,10.0,2.33,64.14,Healthy
22,3000,5.3,7.8,34.1,44.1,2,1.5,18.3,2,3,7,10.0,3.4,53.33,Moderate
9,4500,5.8,8.8,28.1,14.1,3,0.8,18.2,1,1,7,10.0,1.94,74.14,Healthy
4,3000,5.6,8.5,30.2,75.9,2,1.5,11.3,2,3,7,10.0,2.48,62.82,Healthy
35,5000,8.2,11.5,35.6,58.4,0,5.3,13.4,3,3,7,10.0,4.04,38.16,Poor
33,3000,5.2,9.4,32.6,20.5,5,3.0,2.6,2,3,6,10.0,3.16,51.85,Moderate
30,4500,1.7,3.2,28.3,8.1,2,4.0,10.5,3,2,9,10.0,2.23,73.22,Healthy
9,4500,12.0,18.1,34.5,83.4,7,9.6,11.3,2,3,4,10.0,4.1,35.43,Poor
18,3000,4.1,5.7,33.1,65.7,0,1.9,8.9,3,3,8,10.0,3.21,56.89,Moderate
31,4500,7.4,10.3,32.0,63.3,1,1.3,7.8,3,2,7,10.0,2.9,48.31,Poor
0,3000,2.5,4.1,31.6,47.6,3,8.2,6.1,1,3,7,10.0,3.32,68.38,Healthy
